0.704351404,0.625409556,0.660746382,0.324646606,0.126141846,0.190135576,0.476105239,0.800125737,0.64149019,0.45128763,0.746872348
0.51532073,0.089700972,0.967237064,0.809659356,0.730847975,0.287939929,0.476291453,0.484831983,0.647807372,0.904597327,0.352978687
0.659965939,0.106130266,0.113186536,0.676164383,0.879471764,0.572982043,0.947143196,0.035964115,0.946713258,0.707213917,0.778365464
0.632391648,0.854581958,0.569587585,0.380854262,0.287258958,0.686142722,0.026592119,0.151272518,0.916124818,0.778066516,0.253240463
0.349151753,0.06088375,0.587490136,0.967640216,0.373701682,0.857768283,0.36656739,0.060818442,0.075252729,0.75774873,0.393052409
0.122912575,0.04095416,0.308469715,0.033132891,0.48283816,0.780817363,0.391468416,0.863540043,0.314429586,0.971728633,0.829929294
0.434510978,0.793184354,0.937286998,0.992228466,0.245047865,0.562511423,0.624033721,0.530877904,0.10048243,0.16734245,0.048653901
0.095858982,0.775914704,0.694407611,0.498848671,0.517365347,0.238541839,0.37491937,0.259026418,0.823407234,0.72503643,0.595685487
0.032124595,0.693942291,0.603160642,0.384491916,0.164568773,0.671786353,0.215163348,0.959972226,0.411409931,0.639026661,0.046311587
0.376820642,0.087783384,0.276007438,0.29010436,0.899724347,0.727225354,0.113960703,0.254646851,0.242592602,0.631134577,0.080592875
0.856298619,0.406153781,0.449524596,0.349821244,0.308708705,0.533406564,0.698295737,0.771066515,0.701038014,0.721279317,0.122572327
0.626792099,0.368661419,0.739030934,0.739180627,0.999589792,0.047296964,0.22491132,0.433074279,0.293326682,0.35034094,0.5804901
0.829552956,0.770490894,0.621841971,0.018213116,0.590349683,0.067187079,0.890903003,0.259308507,0.119966643,0.383769689,0.618311403
0.120800501,0.750307756,0.025375711,0.492430866,0.881166208,0.730411849,0.681411155,0.624379655,0.420833014,0.340294847,0.769685424
0.97662316,0.995528116,0.454894051,0.216084961,0.68783046,0.682301422,0.554336484,0.940435391,0.376590819,0.599833474,0.577689675
0.645484873,0.364746588,0.032824187,0.60820529,0.005793279,0.067228991,0.557278685,0.956214137,0.033358751,0.656872023,0.373306152
0.701902137,0.797966888,0.169495429,0.281214586,0.746970929,0.340591172,0.475100261,0.692652979,0.054590641,0.215085303,0.313327679
0.061658842,0.120937839,0.63068993,0.635807611,0.955235902,0.002004551,0.695761923,0.027736368,0.733969691,0.09733754,0.280310896
0.619543006,0.758636232,0.054262887,0.99775808,0.466936561,0.01194491,0.739766983,0.764664542,0.921131917,0.273346024,0.776688028
